id,t,group,year,month,replace,miles
60,May-79,530875,1979,5,0,180693
60,Jun-79,530875,1979,6,0,182668
60,Jul-79,530875,1979,7,0,184031
60,Aug-79,530875,1979,8,0,185010
60,Sep-79,530875,1979,9,0,185112
60,Oct-79,530875,1979,10,0,186981
60,Nov-79,530875,1979,11,0,188971
60,Dec-79,530875,1979,12,0,191450
60,Jan-80,530875,1980,1,0,194235
60,Feb-80,530875,1980,2,0,197006
60,Mar-80,530875,1980,3,0,201347
60,Apr-80,530875,1980,4,0,203901
60,May-80,530875,1980,5,0,205697
60,Jun-80,530875,1980,6,0,205697
60,Jul-80,530875,1980,7,0,207358
60,Aug-80,530875,1980,8,0,208989
60,Sep-80,530875,1980,9,0,210737
60,Oct-80,530875,1980,10,0,212592
60,Nov-80,530875,1980,11,0,214228
60,Dec-80,530875,1980,12,0,216888
60,Jan-81,530875,1981,1,0,219800
60,Feb-81,530875,1981,2,0,222252
60,Mar-81,530875,1981,3,0,224753
60,Apr-81,530875,1981,4,0,227475
60,May-81,530875,1981,5,0,230163
60,Jun-81,530875,1981,6,0,231903
60,Jul-81,530875,1981,7,0,234135
60,Aug-81,530875,1981,8,0,236619
60,Sep-81,530875,1981,9,0,238939
60,Oct-81,530875,1981,10,0,241522
60,Nov-81,530875,1981,11,0,243698
60,Dec-81,530875,1981,12,0,246250
60,Jan-82,530875,1982,1,0,248907
60,Feb-82,530875,1982,2,0,251637
60,Mar-82,530875,1982,3,0,252955
60,Apr-82,530875,1982,4,0,255869
60,May-82,530875,1982,5,0,258059
60,Jun-82,530875,1982,6,0,260787
60,Jul-82,530875,1982,7,0,262065
60,Aug-82,530875,1982,8,0,263504
60,Sep-82,530875,1982,9,0,265436
60,Oct-82,530875,1982,10,0,267143
60,Nov-82,530875,1982,11,0,268085
60,Dec-82,530875,1982,12,0,270310
60,Jan-83,530875,1983,1,0,271850
60,Feb-83,530875,1983,2,0,273870
60,Mar-83,530875,1983,3,0,275345
60,Apr-83,530875,1983,4,0,277605
60,May-83,530875,1983,5,0,280091
60,Jun-83,530875,1983,6,0,281659
60,Jul-83,530875,1983,7,0,284185
60,Aug-83,530875,1983,8,0,286672
60,Sep-83,530875,1983,9,0,288640
60,Oct-83,530875,1983,10,0,290485
60,Nov-83,530875,1983,11,0,292192
60,Dec-83,530875,1983,12,0,293846
60,Jan-84,530875,1984,1,0,296824
60,Feb-84,530875,1984,2,0,297580
60,Mar-84,530875,1984,3,0,298992
60,Apr-84,530875,1984,4,0,300619
60,May-84,530875,1984,5,0,302519
60,Jun-84,530875,1984,6,0,304096
60,Jul-84,530875,1984,7,0,306799
60,Aug-84,530875,1984,8,0,308882
60,Sep-84,530875,1984,9,0,310369
60,Oct-84,530875,1984,10,0,312719
60,Nov-84,530875,1984,11,0,315040
60,Dec-84,530875,1984,12,0,316984
60,Jan-85,530875,1985,1,0,319330
60,Feb-85,530875,1985,2,0,320645
60,Mar-85,530875,1985,3,0,322814
60,Apr-85,530875,1985,4,0,324812
60,May-85,530875,1985,5,0,326724
61,Sep-75,530875,1975,9,0,3246
61,Oct-75,530875,1975,10,0,8016
61,Nov-75,530875,1975,11,0,12892
61,Dec-75,530875,1975,12,0,18412
61,Jan-76,530875,1976,1,0,23993
61,Feb-76,530875,1976,2,0,29378
61,Mar-76,530875,1976,3,0,33604
61,Apr-76,530875,1976,4,0,39581
61,May-76,530875,1976,5,0,44432
61,Jun-76,530875,1976,6,0,49761
61,Jul-76,530875,1976,7,0,54512
61,Aug-76,530875,1976,8,0,60814
61,Sep-76,530875,1976,9,0,67007
61,Oct-76,530875,1976,10,0,71339
61,Nov-76,530875,1976,11,0,76195
61,Dec-76,530875,1976,12,0,79982
61,Jan-77,530875,1977,1,0,84298
61,Feb-77,530875,1977,2,0,89044
61,Mar-77,530875,1977,3,0,92851
61,Apr-77,530875,1977,4,0,96988
61,May-77,530875,1977,5,0,100540
61,Jun-77,530875,1977,6,0,104535
61,Jul-77,530875,1977,7,0,108581
61,Aug-77,530875,1977,8,0,112893
61,Sep-77,530875,1977,9,0,116904
61,Oct-77,530875,1977,10,0,121740
61,Nov-77,530875,1977,11,0,125534
61,Dec-77,530875,1977,12,0,130463
61,Jan-78,530875,1978,1,0,136755
61,Feb-78,530875,1978,2,0,142556
61,Mar-78,530875,1978,3,0,147314
61,Apr-78,530875,1978,4,0,153255
61,May-78,530875,1978,5,0,158543
61,Jun-78,530875,1978,6,0,164203
61,Jul-78,530875,1978,7,0,168695
61,Aug-78,530875,1978,8,0,173423
61,Sep-78,530875,1978,9,0,178899
61,Oct-78,530875,1978,10,0,181499
61,Nov-78,530875,1978,11,0,184455
61,Dec-78,530875,1978,12,0,188193
61,Jan-79,530875,1979,1,0,191705
61,Feb-79,530875,1979,2,0,195056
61,Mar-79,530875,1979,3,0,197357
61,Apr-79,530875,1979,4,0,200814
61,May-79,530875,1979,5,0,203273
61,Jun-79,530875,1979,6,0,206259
61,Jul-79,530875,1979,7,0,208342
61,Aug-79,530875,1979,8,0,209200
61,Sep-79,530875,1979,9,1,209200
61,Oct-79,530875,1979,10,0,1995
61,Nov-79,530875,1979,11,0,4431
61,Dec-79,530875,1979,12,0,7005
61,Jan-80,530875,1980,1,0,10476
61,Feb-80,530875,1980,2,0,13585
61,Mar-80,530875,1980,3,0,16175
61,Apr-80,530875,1980,4,0,19493
61,May-80,530875,1980,5,0,21642
61,Jun-80,530875,1980,6,0,23364
61,Jul-80,530875,1980,7,0,24173
61,Aug-80,530875,1980,8,0,26527
61,Sep-80,530875,1980,9,0,29018
61,Oct-80,530875,1980,10,0,31415
61,Nov-80,530875,1980,11,0,33762
61,Dec-80,530875,1980,12,0,36849
61,Jan-81,530875,1981,1,0,39450
61,Feb-81,530875,1981,2,0,41478
61,Mar-81,530875,1981,3,0,43578
61,Apr-81,530875,1981,4,0,46060
61,May-81,530875,1981,5,0,46879
61,Jun-81,530875,1981,6,0,46879
61,Jul-81,530875,1981,7,0,46879
61,Aug-81,530875,1981,8,0,47515
61,Sep-81,530875,1981,9,0,49892
61,Oct-81,530875,1981,10,0,51774
61,Nov-81,530875,1981,11,0,53310
61,Dec-81,530875,1981,12,0,55927
61,Jan-82,530875,1982,1,0,58624
61,Feb-82,530875,1982,2,0,61029
61,Mar-82,530875,1982,3,0,62439
61,Apr-82,530875,1982,4,0,64904
61,May-82,530875,1982,5,0,67447
61,Jun-82,530875,1982,6,0,69928
61,Jul-82,530875,1982,7,0,71839
61,Aug-82,530875,1982,8,0,74269
61,Sep-82,530875,1982,9,0,76133
61,Oct-82,530875,1982,10,0,78429
61,Nov-82,530875,1982,11,0,80361
61,Dec-82,530875,1982,12,0,82730
61,Jan-83,530875,1983,1,0,84188
61,Feb-83,530875,1983,2,0,86664
61,Mar-83,530875,1983,3,0,88995
61,Apr-83,530875,1983,4,0,91533
61,May-83,530875,1983,5,0,94123
61,Jun-83,530875,1983,6,0,95911
61,Jul-83,530875,1983,7,0,98496
61,Aug-83,530875,1983,8,0,100897
61,Sep-83,530875,1983,9,0,102991
61,Oct-83,530875,1983,10,0,105482
61,Nov-83,530875,1983,11,0,107623
61,Dec-83,530875,1983,12,0,109722
61,Jan-84,530875,1984,1,0,111036
61,Feb-84,530875,1984,2,0,111036
61,Mar-84,530875,1984,3,0,111063
61,Apr-84,530875,1984,4,0,111063
61,May-84,530875,1984,5,0,112474
61,Jun-84,530875,1984,6,0,114350
61,Jul-84,530875,1984,7,0,117577
61,Aug-84,530875,1984,8,0,119789
61,Sep-84,530875,1984,9,0,122358
61,Oct-84,530875,1984,10,0,124500
61,Nov-84,530875,1984,11,0,126422
61,Dec-84,530875,1984,12,0,128500
61,Jan-85,530875,1985,1,0,130890
61,Feb-85,530875,1985,2,0,132830
61,Mar-85,530875,1985,3,0,134513
61,Apr-85,530875,1985,4,0,136302
61,May-85,530875,1985,5,0,137898
62,Sep-75,530875,1975,9,0,532
62,Oct-75,530875,1975,10,0,5916
62,Nov-75,530875,1975,11,0,10924
62,Dec-75,530875,1975,12,0,15369
62,Jan-76,530875,1976,1,0,21457
62,Feb-76,530875,1976,2,0,26568
62,Mar-76,530875,1976,3,0,29790
62,Apr-76,530875,1976,4,0,35774
62,May-76,530875,1976,5,0,41134
62,Jun-76,530875,1976,6,0,46535
62,Jul-76,530875,1976,7,0,51614
62,Aug-76,530875,1976,8,0,55387
62,Sep-76,530875,1976,9,0,59683
62,Oct-76,530875,1976,10,0,64573
62,Nov-76,530875,1976,11,0,68913
62,Dec-76,530875,1976,12,0,72249
62,Jan-77,530875,1977,1,0,76424
62,Feb-77,530875,1977,2,0,79567
62,Mar-77,530875,1977,3,0,83337
62,Apr-77,530875,1977,4,0,87297
62,May-77,530875,1977,5,0,90624
62,Jun-77,530875,1977,6,0,93889
62,Jul-77,530875,1977,7,0,98082
62,Aug-77,530875,1977,8,0,102638
62,Sep-77,530875,1977,9,0,106713
62,Oct-77,530875,1977,10,0,111076
62,Nov-77,530875,1977,11,0,116166
62,Dec-77,530875,1977,12,0,120324
62,Jan-78,530875,1978,1,0,124412
62,Feb-78,530875,1978,2,0,129308
62,Mar-78,530875,1978,3,0,133632
62,Apr-78,530875,1978,4,0,137936
62,May-78,530875,1978,5,0,142777
62,Jun-78,530875,1978,6,0,147696
62,Jul-78,530875,1978,7,0,152119
62,Aug-78,530875,1978,8,0,156632
62,Sep-78,530875,1978,9,0,161910
62,Oct-78,530875,1978,10,0,165955
62,Nov-78,530875,1978,11,0,170206
62,Dec-78,530875,1978,12,0,173917
62,Jan-79,530875,1979,1,0,177528
62,Feb-79,530875,1979,2,0,181342
62,Mar-79,530875,1979,3,0,185017
62,Apr-79,530875,1979,4,0,189173
62,May-79,530875,1979,5,0,191555
62,Jun-79,530875,1979,6,0,193663
62,Jul-79,530875,1979,7,0,194819
62,Aug-79,530875,1979,8,0,196256
62,Sep-79,530875,1979,9,0,198872
62,Oct-79,530875,1979,10,0,200768
62,Nov-79,530875,1979,11,0,200768
62,Dec-79,530875,1979,12,0,200768
62,Jan-80,530875,1980,1,0,201290
62,Feb-80,530875,1980,2,0,204624
62,Mar-80,530875,1980,3,0,207765
62,Apr-80,530875,1980,4,0,211395
62,May-80,530875,1980,5,0,213103
62,Jun-80,530875,1980,6,0,213967
62,Jul-80,530875,1980,7,0,216947
62,Aug-80,530875,1980,8,0,219181
62,Sep-80,530875,1980,9,1,222236
62,Oct-80,530875,1980,10,0,9514
62,Nov-80,530875,1980,11,0,12804
62,Dec-80,530875,1980,12,0,15311
62,Jan-81,530875,1981,1,0,18347
62,Feb-81,530875,1981,2,0,21269
62,Mar-81,530875,1981,3,0,26243
62,Apr-81,530875,1981,4,0,29254
62,May-81,530875,1981,5,0,33078
62,Jun-81,530875,1981,6,0,35510
62,Jul-81,530875,1981,7,0,37705
62,Aug-81,530875,1981,8,0,41155
62,Sep-81,530875,1981,9,0,45512
62,Oct-81,530875,1981,10,0,49436
62,Nov-81,530875,1981,11,0,52011
62,Dec-81,530875,1981,12,0,53844
62,Jan-82,530875,1982,1,0,56296
62,Feb-82,530875,1982,2,0,59236
62,Mar-82,530875,1982,3,0,61820
62,Apr-82,530875,1982,4,0,66454
62,May-82,530875,1982,5,0,69811
62,Jun-82,530875,1982,6,0,72779
62,Jul-82,530875,1982,7,0,76326
62,Aug-82,530875,1982,8,0,79211
62,Sep-82,530875,1982,9,0,82193
62,Oct-82,530875,1982,10,0,84079
62,Nov-82,530875,1982,11,0,86664
62,Dec-82,530875,1982,12,0,90155
62,Jan-83,530875,1983,1,0,91777
62,Feb-83,530875,1983,2,0,93653
62,Mar-83,530875,1983,3,0,96416
62,Apr-83,530875,1983,4,0,98426
62,May-83,530875,1983,5,0,100864
62,Jun-83,530875,1983,6,0,102516
62,Jul-83,530875,1983,7,0,104357
62,Aug-83,530875,1983,8,0,106746
62,Sep-83,530875,1983,9,0,108643
62,Oct-83,530875,1983,10,0,110224
62,Nov-83,530875,1983,11,0,111630
62,Dec-83,530875,1983,12,0,113447
62,Jan-84,530875,1984,1,0,115061
62,Feb-84,530875,1984,2,0,117448
62,Mar-84,530875,1984,3,0,119657
62,Apr-84,530875,1984,4,0,122126
62,May-84,530875,1984,5,0,124265
62,Jun-84,530875,1984,6,0,125817
62,Jul-84,530875,1984,7,0,128933
62,Aug-84,530875,1984,8,0,130888
62,Sep-84,530875,1984,9,0,133561
62,Oct-84,530875,1984,10,0,135557
62,Nov-84,530875,1984,11,0,137565
62,Dec-84,530875,1984,12,0,139530
62,Jan-85,530875,1985,1,0,142341
62,Feb-85,530875,1985,2,0,144570
62,Mar-85,530875,1985,3,0,146394
62,Apr-85,530875,1985,4,0,148184
62,May-85,530875,1985,5,0,150448
63,Sep-75,530875,1975,9,0,1667
63,Oct-75,530875,1975,10,0,4314
63,Nov-75,530875,1975,11,0,7665
63,Dec-75,530875,1975,12,0,11590
63,Jan-76,530875,1976,1,0,15095
63,Feb-76,530875,1976,2,0,18735
63,Mar-76,530875,1976,3,0,22240
63,Apr-76,530875,1976,4,0,25886
63,May-76,530875,1976,5,0,29658
63,Jun-76,530875,1976,6,0,34096
63,Jul-76,530875,1976,7,0,38604
63,Aug-76,530875,1976,8,0,44663
63,Sep-76,530875,1976,9,0,50579
63,Oct-76,530875,1976,10,0,53420
63,Nov-76,530875,1976,11,0,58981
63,Dec-76,530875,1976,12,0,64007
63,Jan-77,530875,1977,1,0,69358
63,Feb-77,530875,1977,2,0,74329
63,Mar-77,530875,1977,3,0,78810
63,Apr-77,530875,1977,4,0,82432
63,May-77,530875,1977,5,0,87401
63,Jun-77,530875,1977,6,0,92433
63,Jul-77,530875,1977,7,0,97773
63,Aug-77,530875,1977,8,0,103154
63,Sep-77,530875,1977,9,0,108590
63,Oct-77,530875,1977,10,0,112111
63,Nov-77,530875,1977,11,0,116216
63,Dec-77,530875,1977,12,0,120369
63,Jan-78,530875,1978,1,0,124088
63,Feb-78,530875,1978,2,0,127978
63,Mar-78,530875,1978,3,0,131339
63,Apr-78,530875,1978,4,0,135639
63,May-78,530875,1978,5,0,139467
63,Jun-78,530875,1978,6,0,144219
63,Jul-78,530875,1978,7,0,148901
63,Aug-78,530875,1978,8,0,152561
63,Sep-78,530875,1978,9,0,157211
63,Oct-78,530875,1978,10,0,161091
63,Nov-78,530875,1978,11,0,165641
63,Dec-78,530875,1978,12,1,168526
63,Jan-79,530875,1979,1,0,4597
63,Feb-79,530875,1979,2,0,8580
63,Mar-79,530875,1979,3,0,12121
63,Apr-79,530875,1979,4,0,16989
63,May-79,530875,1979,5,0,19541
63,Jun-79,530875,1979,6,0,22230
63,Jul-79,530875,1979,7,0,23206
63,Aug-79,530875,1979,8,0,25459
63,Sep-79,530875,1979,9,0,27771
63,Oct-79,530875,1979,10,0,30202
63,Nov-79,530875,1979,11,0,31885
63,Dec-79,530875,1979,12,0,36141
63,Jan-80,530875,1980,1,0,40306
63,Feb-80,530875,1980,2,0,44653
63,Mar-80,530875,1980,3,0,49058
63,Apr-80,530875,1980,4,0,53048
63,May-80,530875,1980,5,0,55103
63,Jun-80,530875,1980,6,0,56045
63,Jul-80,530875,1980,7,0,59046
63,Aug-80,530875,1980,8,0,61976
63,Sep-80,530875,1980,9,0,65177
63,Oct-80,530875,1980,10,0,67303
63,Nov-80,530875,1980,11,0,69102
63,Dec-80,530875,1980,12,0,70769
63,Jan-81,530875,1981,1,0,72770
63,Feb-81,530875,1981,2,0,75201
63,Mar-81,530875,1981,3,0,77980
63,Apr-81,530875,1981,4,0,80099
63,May-81,530875,1981,5,0,82147
63,Jun-81,530875,1981,6,0,84250
63,Jul-81,530875,1981,7,0,86925
63,Aug-81,530875,1981,8,0,88922
63,Sep-81,530875,1981,9,0,88922
63,Oct-81,530875,1981,10,0,88926
63,Nov-81,530875,1981,11,0,88926
63,Dec-81,530875,1981,12,0,90720
63,Jan-82,530875,1982,1,0,92347
63,Feb-82,530875,1982,2,0,95252
63,Mar-82,530875,1982,3,0,96777
63,Apr-82,530875,1982,4,0,100152
63,May-82,530875,1982,5,0,102650
63,Jun-82,530875,1982,6,0,105464
63,Jul-82,530875,1982,7,0,109201
63,Aug-82,530875,1982,8,0,111898
63,Sep-82,530875,1982,9,0,115167
63,Oct-82,530875,1982,10,0,117282
63,Nov-82,530875,1982,11,0,120004
63,Dec-82,530875,1982,12,0,122392
63,Jan-83,530875,1983,1,0,124032
63,Feb-83,530875,1983,2,0,126370
63,Mar-83,530875,1983,3,0,128419
63,Apr-83,530875,1983,4,0,130048
63,May-83,530875,1983,5,0,132254
63,Jun-83,530875,1983,6,0,134431
63,Jul-83,530875,1983,7,0,137084
63,Aug-83,530875,1983,8,0,140716
63,Sep-83,530875,1983,9,0,144268
63,Oct-83,530875,1983,10,0,146500
63,Nov-83,530875,1983,11,0,148163
63,Dec-83,530875,1983,12,0,149325
63,Jan-84,530875,1984,1,0,152006
63,Feb-84,530875,1984,2,0,154828
63,Mar-84,530875,1984,3,0,156926
63,Apr-84,530875,1984,4,0,159044
63,May-84,530875,1984,5,0,160701
63,Jun-84,530875,1984,6,0,162745
63,Jul-84,530875,1984,7,0,165023
63,Aug-84,530875,1984,8,0,166630
63,Sep-84,530875,1984,9,0,169005
63,Oct-84,530875,1984,10,0,171245
63,Nov-84,530875,1984,11,0,173234
63,Dec-84,530875,1984,12,0,174745
63,Jan-85,530875,1985,1,0,176891
63,Feb-85,530875,1985,2,0,178598
63,Mar-85,530875,1985,3,0,180463
63,Apr-85,530875,1985,4,0,182806
63,May-85,530875,1985,5,0,184504
64,Sep-75,530875,1975,9,0,1758
64,Oct-75,530875,1975,10,0,7086
64,Nov-75,530875,1975,11,0,11997
64,Dec-75,530875,1975,12,0,16741
64,Jan-76,530875,1976,1,0,21575
64,Feb-76,530875,1976,2,0,26537
64,Mar-76,530875,1976,3,0,31036
64,Apr-76,530875,1976,4,0,36239
64,May-76,530875,1976,5,0,41101
64,Jun-76,530875,1976,6,0,45691
64,Jul-76,530875,1976,7,0,51400
64,Aug-76,530875,1976,8,0,56715
64,Sep-76,530875,1976,9,0,61330
64,Oct-76,530875,1976,10,0,65323
64,Nov-76,530875,1976,11,0,69707
64,Dec-76,530875,1976,12,0,72720
64,Jan-77,530875,1977,1,0,77145
64,Feb-77,530875,1977,2,0,81364
64,Mar-77,530875,1977,3,0,84473
64,Apr-77,530875,1977,4,0,88591
64,May-77,530875,1977,5,0,93301
64,Jun-77,530875,1977,6,0,97651
64,Jul-77,530875,1977,7,0,101812
64,Aug-77,530875,1977,8,0,107437
64,Sep-77,530875,1977,9,0,111343
64,Oct-77,530875,1977,10,0,114719
64,Nov-77,530875,1977,11,0,119302
64,Dec-77,530875,1977,12,0,122412
64,Jan-78,530875,1978,1,0,123481
64,Feb-78,530875,1978,2,1,127479
64,Mar-78,530875,1978,3,0,86
64,Apr-78,530875,1978,4,0,5033
64,May-78,530875,1978,5,0,9501
64,Jun-78,530875,1978,6,0,13879
64,Jul-78,530875,1978,7,0,18079
64,Aug-78,530875,1978,8,0,22331
64,Sep-78,530875,1978,9,0,25857
64,Oct-78,530875,1978,10,0,30149
64,Nov-78,530875,1978,11,0,34909
64,Dec-78,530875,1978,12,0,38617
64,Jan-79,530875,1979,1,0,42590
64,Feb-79,530875,1979,2,0,47028
64,Mar-79,530875,1979,3,0,50974
64,Apr-79,530875,1979,4,0,55973
64,May-79,530875,1979,5,0,60913
64,Jun-79,530875,1979,6,0,62292
64,Jul-79,530875,1979,7,0,63322
64,Aug-79,530875,1979,8,0,64265
64,Sep-79,530875,1979,9,0,65354
64,Oct-79,530875,1979,10,0,69584
64,Nov-79,530875,1979,11,0,74817
64,Dec-79,530875,1979,12,0,79509
64,Jan-80,530875,1980,1,0,84180
64,Feb-80,530875,1980,2,0,88654
64,Mar-80,530875,1980,3,0,92022
64,Apr-80,530875,1980,4,0,95402
64,May-80,530875,1980,5,0,98638
64,Jun-80,530875,1980,6,0,100013
64,Jul-80,530875,1980,7,0,102221
64,Aug-80,530875,1980,8,0,105815
64,Sep-80,530875,1980,9,0,109288
64,Oct-80,530875,1980,10,0,111826
64,Nov-80,530875,1980,11,0,114793
64,Dec-80,530875,1980,12,0,116734
64,Jan-81,530875,1981,1,0,120251
64,Feb-81,530875,1981,2,0,122905
64,Mar-81,530875,1981,3,0,123849
64,Apr-81,530875,1981,4,0,124840
64,May-81,530875,1981,5,0,127861
64,Jun-81,530875,1981,6,0,131376
64,Jul-81,530875,1981,7,0,134157
64,Aug-81,530875,1981,8,0,136702
64,Sep-81,530875,1981,9,0,139491
64,Oct-81,530875,1981,10,0,141819
64,Nov-81,530875,1981,11,0,143653
64,Dec-81,530875,1981,12,0,144671
64,Jan-82,530875,1982,1,0,146876
64,Feb-82,530875,1982,2,0,149530
64,Mar-82,530875,1982,3,0,150361
64,Apr-82,530875,1982,4,0,152040
64,May-82,530875,1982,5,0,154638
64,Jun-82,530875,1982,6,0,157012
64,Jul-82,530875,1982,7,0,158506
64,Aug-82,530875,1982,8,0,160804
64,Sep-82,530875,1982,9,0,163363
