id,t,model,purchase_date,data_begins,miles,d,miles_repl,repl_1,odo_repl_1,repl_2,odo_repl_2
1334,Jan-83,D309,Mar-77,May-77,30372,0,,,,,
1334,Feb-83,D309,Mar-77,May-77,31480,0,,,,,
1334,Mar-83,D309,Mar-77,May-77,31885,0,,,,,
1334,Apr-83,D309,Mar-77,May-77,31885,0,,,,,
1334,May-83,D309,Mar-77,May-77,31952,0,,,,,
1334,Jun-83,D309,Mar-77,May-77,32756,0,,,,,
1334,Jul-83,D309,Mar-77,May-77,32990,0,,,,,
1334,Aug-83,D309,Mar-77,May-77,32994,0,,,,,
1334,Sep-83,D309,Mar-77,May-77,32994,0,,,,,
1334,Oct-83,D309,Mar-77,May-77,33227,0,,,,,
1334,Nov-83,D309,Mar-77,May-77,33312,0,,,,,
1334,Dec-83,D309,Mar-77,May-77,33955,0,,,,,
1334,Jan-84,D309,Mar-77,May-77,34392,0,,,,,
1334,Feb-84,D309,Mar-77,May-77,34700,0,,,,,
1334,Mar-84,D309,Mar-77,May-77,35250,0,,,,,
1334,Apr-84,D309,Mar-77,May-77,35326,0,,,,,
1334,May-84,D309,Mar-77,May-77,35694,0,,,,,
1334,Jun-84,D309,Mar-77,May-77,36146,0,,,,,
1334,Jul-84,D309,Mar-77,May-77,36399,0,,,,,
1334,Aug-84,D309,Mar-77,May-77,36849,0,,,,,
1334,Sep-84,D309,Mar-77,May-77,37004,0,,,,,
1334,Oct-84,D309,Mar-77,May-77,37004,0,,,,,
1334,Nov-84,D309,Mar-77,May-77,37004,0,,,,,
1334,Dec-84,D309,Mar-77,May-77,37004,0,,,,,
1334,Jan-85,D309,Mar-77,May-77,37011,0,,,,,
1334,Feb-85,D309,Mar-77,May-77,37151,0,,,,,
1334,Mar-85,D309,Mar-77,May-77,37407,0,,,,,
1334,Apr-85,D309,Mar-77,May-77,37825,0,,,,,
1334,May-85,D309,Mar-77,May-77,38057,0,,,,,
1334,Jun-85,D309,Mar-77,May-77,38806,0,,,,,
1334,Jul-85,D309,Mar-77,May-77,39574,0,,,,,
1335,May-77,D309,Mar-77,May-77,484,0,,,,,
1335,Jun-77,D309,Mar-77,May-77,1154,0,,,,,
1335,Jul-77,D309,Mar-77,May-77,1741,0,,,,,
1335,Aug-77,D309,Mar-77,May-77,2495,0,,,,,
1335,Sep-77,D309,Mar-77,May-77,3279,0,,,,,
1335,Oct-77,D309,Mar-77,May-77,3977,0,,,,,
1335,Nov-77,D309,Mar-77,May-77,4472,0,,,,,
1335,Dec-77,D309,Mar-77,May-77,4790,0,,,,,
1335,Jan-78,D309,Mar-77,May-77,5600,0,,,,,
1335,Feb-78,D309,Mar-77,May-77,6033,0,,,,,
1335,Mar-78,D309,Mar-77,May-77,6742,0,,,,,
1335,Apr-78,D309,Mar-77,May-77,7860,0,,,,,
1335,May-78,D309,Mar-77,May-77,8379,0,,,,,
1335,Jun-78,D309,Mar-77,May-77,9203,0,,,,,
1335,Jul-78,D309,Mar-77,May-77,10159,0,,,,,
1335,Aug-78,D309,Mar-77,May-77,11049,0,,,,,
1335,Sep-78,D309,Mar-77,May-77,11866,0,,,,,
1335,Oct-78,D309,Mar-77,May-77,12712,0,,,,,
1335,Nov-78,D309,Mar-77,May-77,13794,0,,,,,
1335,Dec-78,D309,Mar-77,May-77,14821,0,,,,,
1335,Jan-79,D309,Mar-77,May-77,15878,0,,,,,
1335,Feb-79,D309,Mar-77,May-77,16714,0,,,,,
1335,Mar-79,D309,Mar-77,May-77,17523,0,,,,,
1335,Apr-79,D309,Mar-77,May-77,18357,0,,,,,
1335,May-79,D309,Mar-77,May-77,19280,0,,,,,
1335,Jun-79,D309,Mar-77,May-77,19962,0,,,,,
1335,Jul-79,D309,Mar-77,May-77,20514,0,,,,,
1335,Aug-79,D309,Mar-77,May-77,21044,0,,,,,
1335,Sep-79,D309,Mar-77,May-77,21877,0,,,,,
1335,Oct-79,D309,Mar-77,May-77,22466,0,,,,,
1335,Nov-79,D309,Mar-77,May-77,23208,0,,,,,
1335,Dec-79,D309,Mar-77,May-77,23780,0,,,,,
1335,Jan-80,D309,Mar-77,May-77,23918,0,,,,,
1335,Feb-80,D309,Mar-77,May-77,24403,0,,,,,
1335,Mar-80,D309,Mar-77,May-77,24853,0,,,,,
1335,Apr-80,D309,Mar-77,May-77,25369,0,,,,,
1335,May-80,D309,Mar-77,May-77,25871,0,,,,,
1335,Jun-80,D309,Mar-77,May-77,25871,0,,,,,
1335,Jul-80,D309,Mar-77,May-77,25871,0,,,,,
1335,Aug-80,D309,Mar-77,May-77,26048,0,,,,,
1335,Sep-80,D309,Mar-77,May-77,26510,0,,,,,
1335,Oct-80,D309,Mar-77,May-77,26510,0,,,,,
1335,Nov-80,D309,Mar-77,May-77,27192,0,,,,,
1335,Dec-80,D309,Mar-77,May-77,27875,0,,,,,
1335,Jan-81,D309,Mar-77,May-77,27912,0,,,,,
1335,Feb-81,D309,Mar-77,May-77,27912,0,,,,,
1335,Mar-81,D309,Mar-77,May-77,27912,0,,,,,
1335,Apr-81,D309,Mar-77,May-77,27912,0,,,,,
1335,May-81,D309,Mar-77,May-77,27912,0,,,,,
1335,Jun-81,D309,Mar-77,May-77,28196,0,,,,,
1335,Jul-81,D309,Mar-77,May-77,29264,0,,,,,
1335,Aug-81,D309,Mar-77,May-77,30469,0,,,,,
1335,Sep-81,D309,Mar-77,May-77,31298,0,,,,,
1335,Oct-81,D309,Mar-77,May-77,32276,0,,,,,
1335,Nov-81,D309,Mar-77,May-77,33325,0,,,,,
1335,Dec-81,D309,Mar-77,May-77,34429,0,,,,,
1335,Jan-82,D309,Mar-77,May-77,35577,0,,,,,
1335,Feb-82,D309,Mar-77,May-77,36713,0,,,,,
1335,Mar-82,D309,Mar-77,May-77,37758,0,,,,,
1335,Apr-82,D309,Mar-77,May-77,38573,0,,,,,
1335,May-82,D309,Mar-77,May-77,39034,0,,,,,
1335,Jun-82,D309,Mar-77,May-77,40048,0,,,,,
1335,Jul-82,D309,Mar-77,May-77,40916,0,,,,,
1335,Aug-82,D309,Mar-77,May-77,40985,0,,,,,
1335,Sep-82,D309,Mar-77,May-77,41653,0,,,,,
1335,Oct-82,D309,Mar-77,May-77,42537,0,,,,,
1335,Nov-82,D309,Mar-77,May-77,43259,0,,,,,
1335,Dec-82,D309,Mar-77,May-77,43954,0,,,,,
1335,Jan-83,D309,Mar-77,May-77,44462,0,,,,,
1335,Feb-83,D309,Mar-77,May-77,45712,0,,,,,
1335,Mar-83,D309,Mar-77,May-77,46384,0,,,,,
1335,Apr-83,D309,Mar-77,May-77,47111,0,,,,,
1335,May-83,D309,Mar-77,May-77,47282,0,,,,,
1335,Jun-83,D309,Mar-77,May-77,48092,0,,,,,
1335,Jul-83,D309,Mar-77,May-77,48811,0,,,,,
1335,Aug-83,D309,Mar-77,May-77,49547,0,,,,,
1335,Sep-83,D309,Mar-77,May-77,50421,0,,,,,
1335,Oct-83,D309,Mar-77,May-77,51312,0,,,,,
1335,Nov-83,D309,Mar-77,May-77,51562,0,,,,,
1335,Dec-83,D309,Mar-77,May-77,51812,0,,,,,
1335,Jan-84,D309,Mar-77,May-77,51858,0,,,,,
1335,Feb-84,D309,Mar-77,May-77,52221,0,,,,,
1335,Mar-84,D309,Mar-77,May-77,52983,0,,,,,
1335,Apr-84,D309,Mar-77,May-77,52985,0,,,,,
1335,May-84,D309,Mar-77,May-77,53885,0,,,,,
1335,Jun-84,D309,Mar-77,May-77,54761,0,,,,,
1335,Jul-84,D309,Mar-77,May-77,55659,0,,,,,
1335,Aug-84,D309,Mar-77,May-77,56632,0,,,,,
1335,Sep-84,D309,Mar-77,May-77,57492,0,,,,,
1335,Oct-84,D309,Mar-77,May-77,58258,0,,,,,
1335,Nov-84,D309,Mar-77,May-77,58951,0,,,,,
1335,Dec-84,D309,Mar-77,May-77,59435,0,,,,,
1335,Jan-85,D309,Mar-77,May-77,60150,0,,,,,
1335,Feb-85,D309,Mar-77,May-77,60439,0,,,,,
1335,Mar-85,D309,Mar-77,May-77,60831,0,,,,,
1335,Apr-85,D309,Mar-77,May-77,61038,0,,,,,
1335,May-85,D309,Mar-77,May-77,61162,0,,,,,
1335,Jun-85,D309,Mar-77,May-77,61272,0,,,,,
1335,Jul-85,D309,Mar-77,May-77,61606,0,,,,,
1336,May-77,D309,Mar-77,May-77,294,0,,,,,
1336,Jun-77,D309,Mar-77,May-77,1105,0,,,,,
1336,Jul-77,D309,Mar-77,May-77,2417,0,,,,,
1336,Aug-77,D309,Mar-77,May-77,3088,0,,,,,
1336,Sep-77,D309,Mar-77,May-77,3974,0,,,,,
1336,Oct-77,D309,Mar-77,May-77,4467,0,,,,,
1336,Nov-77,D309,Mar-77,May-77,5673,0,,,,,
1336,Dec-77,D309,Mar-77,May-77,6268,0,,,,,
1336,Jan-78,D309,Mar-77,May-77,7359,0,,,,,
1336,Feb-78,D309,Mar-77,May-77,8447,0,,,,,
1336,Mar-78,D309,Mar-77,May-77,9085,0,,,,,
1336,Apr-78,D309,Mar-77,May-77,9872,0,,,,,
1336,May-78,D309,Mar-77,May-77,11022,0,,,,,
1336,Jun-78,D309,Mar-77,May-77,12019,0,,,,,
1336,Jul-78,D309,Mar-77,May-77,13071,0,,,,,
1336,Aug-78,D309,Mar-77,May-77,14180,0,,,,,
1336,Sep-78,D309,Mar-77,May-77,15274,0,,,,,
1336,Oct-78,D309,Mar-77,May-77,16168,0,,,,,
1336,Nov-78,D309,Mar-77,May-77,17097,0,,,,,
1336,Dec-78,D309,Mar-77,May-77,17876,0,,,,,
1336,Jan-79,D309,Mar-77,May-77,18341,0,,,,,
1336,Feb-79,D309,Mar-77,May-77,18989,0,,,,,
1336,Mar-79,D309,Mar-77,May-77,19908,0,,,,,
1336,Apr-79,D309,Mar-77,May-77,20954,0,,,,,
1336,May-79,D309,Mar-77,May-77,21356,0,,,,,
1336,Jun-79,D309,Mar-77,May-77,21565,0,,,,,
1336,Jul-79,D309,Mar-77,May-77,22262,0,,,,,
1336,Aug-79,D309,Mar-77,May-77,23031,0,,,,,
1336,Sep-79,D309,Mar-77,May-77,23892,0,,,,,
1336,Oct-79,D309,Mar-77,May-77,24870,0,,,,,
1336,Nov-79,D309,Mar-77,May-77,26181,0,,,,,
1336,Dec-79,D309,Mar-77,May-77,26865,0,,,,,
1336,Jan-80,D309,Mar-77,May-77,27093,0,,,,,
1336,Feb-80,D309,Mar-77,May-77,27663,0,,,,,
1336,Mar-80,D309,Mar-77,May-77,28578,0,,,,,
1336,Apr-80,D309,Mar-77,May-77,29775,0,,,,,
1336,May-80,D309,Mar-77,May-77,31002,0,,,,,
1336,Jun-80,D309,Mar-77,May-77,31002,0,,,,,
1336,Jul-80,D309,Mar-77,May-77,31002,0,,,,,
1336,Aug-80,D309,Mar-77,May-77,31377,0,,,,,
1336,Sep-80,D309,Mar-77,May-77,31405,0,,,,,
1336,Oct-80,D309,Mar-77,May-77,31405,0,,,,,
1336,Nov-80,D309,Mar-77,May-77,32710,0,,,,,
1336,Dec-80,D309,Mar-77,May-77,33697,0,,,,,
1336,Jan-81,D309,Mar-77,May-77,34499,0,,,,,
1336,Feb-81,D309,Mar-77,May-77,34551,0,,,,,
1336,Mar-81,D309,Mar-77,May-77,34551,0,,,,,
1336,Apr-81,D309,Mar-77,May-77,34551,0,,,,,
1336,May-81,D309,Mar-77,May-77,34816,0,,,,,
1336,Jun-81,D309,Mar-77,May-77,35907,0,,,,,
1336,Jul-81,D309,Mar-77,May-77,37117,0,,,,,
1336,Aug-81,D309,Mar-77,May-77,38093,0,,,,,
1336,Sep-81,D309,Mar-77,May-77,38449,0,,,,,
1336,Oct-81,D309,Mar-77,May-77,38745,0,,,,,
1336,Nov-81,D309,Mar-77,May-77,39151,0,,,,,
1336,Dec-81,D309,Mar-77,May-77,39884,0,,,,,
1336,Jan-82,D309,Mar-77,May-77,40307,0,,,,,
1336,Feb-82,D309,Mar-77,May-77,40824,0,,,,,
1336,Mar-82,D309,Mar-77,May-77,41235,0,,,,,
1336,Apr-82,D309,Mar-77,May-77,41956,0,,,,,
1336,May-82,D309,Mar-77,May-77,42160,0,,,,,
1336,Jun-82,D309,Mar-77,May-77,42494,0,,,,,
1336,Jul-82,D309,Mar-77,May-77,43118,0,,,,,
1336,Aug-82,D309,Mar-77,May-77,43895,0,,,,,
1336,Sep-82,D309,Mar-77,May-77,44561,0,,,,,
1336,Oct-82,D309,Mar-77,May-77,44962,0,,,,,
1336,Nov-82,D309,Mar-77,May-77,45377,0,,,,,
1336,Dec-82,D309,Mar-77,May-77,45969,0,,,,,
1336,Jan-83,D309,Mar-77,May-77,46343,0,,,,,
1336,Feb-83,D309,Mar-77,May-77,47051,0,,,,,
1336,Mar-83,D309,Mar-77,May-77,47247,0,,,,,
1336,Apr-83,D309,Mar-77,May-77,47719,0,,,,,
1336,May-83,D309,Mar-77,May-77,48145,0,,,,,
1336,Jun-83,D309,Mar-77,May-77,48425,0,,,,,
1336,Jul-83,D309,Mar-77,May-77,49038,0,,,,,
1336,Aug-83,D309,Mar-77,May-77,49549,0,,,,,
1336,Sep-83,D309,Mar-77,May-77,50210,0,,,,,
1336,Oct-83,D309,Mar-77,May-77,50481,0,,,,,
1336,Nov-83,D309,Mar-77,May-77,50706,0,,,,,
1336,Dec-83,D309,Mar-77,May-77,51433,0,,,,,
1336,Jan-84,D309,Mar-77,May-77,51571,0,,,,,
1336,Feb-84,D309,Mar-77,May-77,51960,0,,,,,
1336,Mar-84,D309,Mar-77,May-77,52914,0,,,,,
1336,Apr-84,D309,Mar-77,May-77,53007,0,,,,,
1336,May-84,D309,Mar-77,May-77,53781,0,,,,,
1336,Jun-84,D309,Mar-77,May-77,54728,0,,,,,
1336,Jul-84,D309,Mar-77,May-77,55647,0,,,,,
1336,Aug-84,D309,Mar-77,May-77,56607,0,,,,,
1336,Sep-84,D309,Mar-77,May-77,57461,0,,,,,
1336,Oct-84,D309,Mar-77,May-77,58370,0,,,,,
1336,Nov-84,D309,Mar-77,May-77,59319,0,,,,,
1336,Dec-84,D309,Mar-77,May-77,60234,0,,,,,
1336,Jan-85,D309,Mar-77,May-77,61220,0,,,,,
1336,Feb-85,D309,Mar-77,May-77,62064,0,,,,,
1336,Mar-85,D309,Mar-77,May-77,63187,0,,,,,
1336,Apr-85,D309,Mar-77,May-77,63949,0,,,,,
1336,May-85,D309,Mar-77,May-77,64487,0,,,,,
1336,Jun-85,D309,Mar-77,May-77,64842,0,,,,,
1336,Jul-85,D309,Mar-77,May-77,65045,0,,,,,
1337,May-77,D309,Mar-77,May-77,424,0,,,,,
1337,Jun-77,D309,Mar-77,May-77,1524,0,,,,,
1337,Jul-77,D309,Mar-77,May-77,2614,0,,,,,
1337,Aug-77,D309,Mar-77,May-77,3121,0,,,,,
1337,Sep-77,D309,Mar-77,May-77,4139,0,,,,,
1337,Oct-77,D309,Mar-77,May-77,4965,0,,,,,
1337,Nov-77,D309,Mar-77,May-77,5843,0,,,,,
1337,Dec-77,D309,Mar-77,May-77,6115,0,,,,,
1337,Jan-78,D309,Mar-77,May-77,7120,0,,,,,
1337,Feb-78,D309,Mar-77,May-77,8003,0,,,,,
1337,Mar-78,D309,Mar-77,May-77,8974,0,,,,,
1337,Apr-78,D309,Mar-77,May-77,9694,0,,,,,
1337,May-78,D309,Mar-77,May-77,10673,0,,,,,
1337,Jun-78,D309,Mar-77,May-77,11649,0,,,,,
1337,Jul-78,D309,Mar-77,May-77,12699,0,,,,,
1337,Aug-78,D309,Mar-77,May-77,13642,0,,,,,
1337,Sep-78,D309,Mar-77,May-77,14592,0,,,,,
1337,Oct-78,D309,Mar-77,May-77,15567,0,,,,,
1337,Nov-78,D309,Mar-77,May-77,16617,0,,,,,
1337,Dec-78,D309,Mar-77,May-77,17763,0,,,,,
1337,Jan-79,D309,Mar-77,May-77,18920,0,,,,,
1337,Feb-79,D309,Mar-77,May-77,20127,0,,,,,
1337,Mar-79,D309,Mar-77,May-77,21121,0,,,,,
1337,Apr-79,D309,Mar-77,May-77,22136,0,,,,,
1337,May-79,D309,Mar-77,May-77,23269,0,,,,,
1337,Jun-79,D309,Mar-77,May-77,23671,0,,,,,
1337,Jul-79,D309,Mar-77,May-77,24388,0,,,,,
1337,Aug-79,D309,Mar-77,May-77,25019,0,,,,,
1337,Sep-79,D309,Mar-77,May-77,26158,0,,,,,
1337,Oct-79,D309,Mar-77,May-77,27220,0,,,,,
1337,Nov-79,D309,Mar-77,May-77,28531,0,,,,,
1337,Dec-79,D309,Mar-77,May-77,29134,0,,,,,
1337,Jan-80,D309,Mar-77,May-77,29377,0,,,,,
1337,Feb-80,D309,Mar-77,May-77,30002,0,,,,,
1337,Mar-80,D309,Mar-77,May-77,30850,0,,,,,
1337,Apr-80,D309,Mar-77,May-77,32047,0,,,,,
1337,May-80,D309,Mar-77,May-77,33348,0,,,,,
1337,Jun-80,D309,Mar-77,May-77,33348,0,,,,,
1337,Jul-80,D309,Mar-77,May-77,33348,0,,,,,
1337,Aug-80,D309,Mar-77,May-77,33834,0,,,,,
1337,Sep-80,D309,Mar-77,May-77,34380,0,,,,,
1337,Oct-80,D309,Mar-77,May-77,35134,0,,,,,
1337,Nov-80,D309,Mar-77,May-77,36358,0,,,,,
1337,Dec-80,D309,Mar-77,May-77,37426,0,,,,,
1337,Jan-81,D309,Mar-77,May-77,37617,0,,,,,
1337,Feb-81,D309,Mar-77,May-77,37617,0,,,,,
1337,Mar-81,D309,Mar-77,May-77,37617,0,,,,,
1337,Apr-81,D309,Mar-77,May-77,37617,0,,,,,
1337,May-81,D309,Mar-77,May-77,37617,0,,,,,
1337,Jun-81,D309,Mar-77,May-77,38439,0,,,,,
1337,Jul-81,D309,Mar-77,May-77,38440,0,,,,,
1337,Aug-81,D309,Mar-77,May-77,38693,0,,,,,
1337,Sep-81,D309,Mar-77,May-77,39567,0,,,,,
1337,Oct-81,D309,Mar-77,May-77,40475,0,,,,,
1337,Nov-81,D309,Mar-77,May-77,41164,0,,,,,
1337,Dec-81,D309,Mar-77,May-77,41507,0,,,,,
1337,Jan-82,D309,Mar-77,May-77,41734,0,,,,,
1337,Feb-82,D309,Mar-77,May-77,41893,0,,,,,
1337,Mar-82,D309,Mar-77,May-77,42145,0,,,,,
1337,Apr-82,D309,Mar-77,May-77,42555,0,,,,,
1337,May-82,D309,Mar-77,May-77,42915,0,,,,,
1337,Jun-82,D309,Mar-77,May-77,43228,0,,,,,
1337,Jul-82,D309,Mar-77,May-77,43354,0,,,,,
1337,Aug-82,D309,Mar-77,May-77,43354,0,,,,,
1337,Sep-82,D309,Mar-77,May-77,43355,0,,,,,
1337,Oct-82,D309,Mar-77,May-77,43573,0,,,,,
1337,Nov-82,D309,Mar-77,May-77,43881,0,,,,,
1337,Dec-82,D309,Mar-77,May-77,44271,0,,,,,
1337,Jan-83,D309,Mar-77,May-77,44921,0,,,,,
1337,Feb-83,D309,Mar-77,May-77,45334,0,,,,,
1337,Mar-83,D309,Mar-77,May-77,45683,0,,,,,
1337,Apr-83,D309,Mar-77,May-77,46506,0,,,,,
1337,May-83,D309,Mar-77,May-77,47340,0,,,,,
1337,Jun-83,D309,Mar-77,May-77,47526,0,,,,,
1337,Jul-83,D309,Mar-77,May-77,48274,0,,,,,
1337,Aug-83,D309,Mar-77,May-77,49105,0,,,,,
1337,Sep-83,D309,Mar-77,May-77,49644,0,,,,,
1337,Oct-83,D309,Mar-77,May-77,50303,0,,,,,
1337,Nov-83,D309,Mar-77,May-77,50682,0,,,,,
1337,Dec-83,D309,Mar-77,May-77,51235,0,,,,,
1337,Jan-84,D309,Mar-77,May-77,51235,0,,,,,
1337,Feb-84,D309,Mar-77,May-77,51239,0,,,,,
1337,Mar-84,D309,Mar-77,May-77,51281,0,,,,,
1337,Apr-84,D309,Mar-77,May-77,51366,0,,,,,
1337,May-84,D309,Mar-77,May-77,51439,0,,,,,
1337,Jun-84,D309,Mar-77,May-77,51468,0,,,,,
1337,Jul-84,D309,Mar-77,May-77,51685,0,,,,,
1337,Aug-84,D309,Mar-77,May-77,51750,0,,,,,
1337,Sep-84,D309,Mar-77,May-77,52159,0,,,,,
1337,Oct-84,D309,Mar-77,May-77,52604,0,,,,,
1337,Nov-84,D309,Mar-77,May-77,53101,0,,,,,
1337,Dec-84,D309,Mar-77,May-77,53475,0,,,,,
1337,Jan-85,D309,Mar-77,May-77,54051,0,,,,,
1337,Feb-85,D309,Mar-77,May-77,54960,0,,,,,
1337,Mar-85,D309,Mar-77,May-77,55713,0,,,,,
1337,Apr-85,D309,Mar-77,May-77,56589,0,,,,,
1337,May-85,D309,Mar-77,May-77,57213,0,,,,,
1337,Jun-85,D309,Mar-77,May-77,58058,0,,,,,
1337,Jul-85,D309,Mar-77,May-77,58622,0,,,,,
2386,Jul-81,RT50,May-81,Jul-81,2208,0,,,,,
2386,Aug-81,RT50,May-81,Jul-81,5418,0,,,,,
2386,Sep-81,RT50,May-81,Jul-81,8547,0,,,,,
2386,Oct-81,RT50,May-81,Jul-81,11566,0,,,,,
2386,Nov-81,RT50,May-81,Jul-81,15890,0,,,,,
2386,Dec-81,RT50,May-81,Jul-81,19434,0,,,,,
2386,Jan-82,RT50,May-81,Jul-81,23000,0,,,,,
2386,Feb-82,RT50,May-81,Jul-81,26282,0,,,,,
2386,Mar-82,RT50,May-81,Jul-81,30322,0,,,,,
2386,Apr-82,RT50,May-81,Jul-81,34604,0,,,,,
2386,May-82,RT50,May-81,Jul-81,36784,0,,,,,
2386,Jun-82,RT50,May-81,Jul-81,40160,0,,,,,
2386,Jul-82,RT50,May-81,Jul-81,43337,0,,,,,
2386,Aug-82,RT50,May-81,Jul-81,46509,0,,,,,
2386,Sep-82,RT50,May-81,Jul-81,50725,0,,,,,
2386,Oct-82,RT50,May-81,Jul-81,52691,0,,,,,
2386,Nov-82,RT50,May-81,Jul-81,55462,0,,,,,
2386,Dec-82,RT50,May-81,Jul-81,58783,0,,,,,
2386,Jan-83,RT50,May-81,Jul-81,61836,0,,,,,
2386,Feb-83,RT50,May-81,Jul-81,65962,0,,,,,
2386,Mar-83,RT50,May-81,Jul-81,68025,0,,,,,
2386,Apr-83,RT50,May-81,Jul-81,71889,0,,,,,
2386,May-83,RT50,May-81,Jul-81,75621,0,,,,,
2386,Jun-83,RT50,May-81,Jul-81,79345,0,,,,,
2386,Jul-83,RT50,May-81,Jul-81,83168,0,,,,,
2386,Aug-83,RT50,May-81,Jul-81,84875,0,,,,,
2386,Sep-83,RT50,May-81,Jul-81,88408,0,,,,,
2386,Oct-83,RT50,May-81,Jul-81,91674,0,,,,,
2386,Nov-83,RT50,May-81,Jul-81,93120,0,,,,,
2386,Dec-83,RT50,May-81,Jul-81,95787,0,,,,,
2386,Jan-84,RT50,May-81,Jul-81,97897,0,,,,,
2386,Feb-84,RT50,May-81,Jul-81,101050,0,,,,,
2386,Mar-84,RT50,May-81,Jul-81,104843,0,,,,,
2386,Apr-84,RT50,May-81,Jul-81,109452,0,,,,,
2386,May-84,RT50,May-81,Jul-81,113084,0,,,,,
2386,Jun-84,RT50,May-81,Jul-81,117360,0,,,,,
2386,Jul-84,RT50,May-81,Jul-81,121154,0,,,,,
2386,Aug-84,RT50,May-81,Jul-81,124959,0,,,,,
2386,Sep-84,RT50,May-81,Jul-81,129324,0,,,,,
